Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/08  07:00:00,0.841693815,5.049669113,0,3.899630653,0.104414453,0.104414453,0.104414453,0.127450542,0.026406311,0.140383543,0.427690967,1.120577478
 01/08  08:00:00,1.132767039,5.219564331,0,3.921310859,0.104994951,0.104994951,0.104994951,0.260442373,0.053960728,0.228567291,0.454453696,1.266948971
 01/08  09:00:00,1.097455719,4.839856944,0,3.575703989,0.095741164,0.095741164,0.095741164,0.249359726,0.051664529,0.30112795,0.38421435,1.237686808
 01/08  10:00:00,0.965517343,4.669762545,0,3.52002958,0.094250455,0.094250455,0.094250455,0.127450542,0.026406311,0.375064554,0.326997481,1.127208133
 01/08  11:00:00,0.989211415,5.358313039,0,4.342910673,0.116283485,0.116283485,0.116283485,0.105285248,0.021813913,0.395792849,0.33468792,0.992347788
 01/08  12:00:00,0.986289938,4.457515606,0,3.564599376,0.095443832,0.095443832,0.095443832,0.105285248,0.021813913,0.413608485,0.334790459,0.869854588
 01/08  13:00:00,0.959637994,4.099778131,0,3.300914635,0.088383549,0.088383549,0.088383549,0.105285248,0.021813913,0.39965648,0.329150804,0.776190335
 01/08  14:00:00,0.92737564,3.839836563,0,3.098358388,0.08296001,0.08296001,0.08296001,0.105285248,0.021813913,0.361435816,0.340532654,0.718020989
 01/08  15:00:00,0.924963482,3.838210166,0,3.15033467,0.084351699,0.084351699,0.084351699,0.110826537,0.022962019,0.331767743,0.359707483,0.663097475
 01/08  16:00:00,0.988060357,3.901700139,0,3.206346582,0.085851445,0.085851445,0.085851445,0.138533189,0.02870251,0.339922589,0.379702625,0.669198194
 01/08  17:00:00,1.220500478,3.961545442,0,3.190838668,0.085436213,0.085436213,0.085436213,0.232735722,0.048220224,0.389638663,0.449121658,0.739769565
 01/08  18:00:00,1.670313973,4.919674459,0,4.002082428,0.107157648,0.107157648,0.107157648,0.432223571,0.08955185,0.480421868,0.545611037,0.880008265
 01/08  19:00:00,1.928507668,4.129998687,0,3.070835309,0.082223066,0.082223066,0.082223066,0.642793999,0.133179675,0.43259402,0.592368908,1.018358753
 01/08  20:00:00,1.874360427,3.897633756,0,2.807827302,0.075180903,0.075180903,0.075180903,0.681583298,0.141216379,0.349590651,0.611441197,1.047688056
 01/08  21:00:00,1.744199169,3.87612233,0,2.86007194,0.076579777,0.076579777,0.076579777,0.587380696,0.121698665,0.310730298,0.632461732,0.972484018
 01/08  22:00:00,1.604337999,3.976362062,0,3.061968585,0.081985655,0.081985655,0.081985655,0.493178163,0.102180952,0.29394914,0.617696088,0.871844219
 01/08  23:00:00,1.32443906,4.1976917,0,3.443019032,0.092188461,0.092188461,0.092188461,0.371268979,0.076922748,0.234174068,0.534536804,0.717851738
 01/08  24:00:00,1.04349795,4.480505615,0,3.902006482,0.104478067,0.104478067,0.104478067,0.254901084,0.052812636,0.151455627,0.464502536,0.546502429
 01/09  01:00:00,0.765241672,4.81374464,0,4.435545714,0.118763832,0.118763832,0.118763832,0.132991831,0.027554418,0.086369242,0.38421435,0.351732778
 01/09  02:00:00,0.662746738,5.075346195,0,4.771074273,0.127747768,0.127747768,0.127747768,0.077578597,0.016073408,0.072238755,0.35376021,0.279903572
 01/09  03:00:00,0.625068814,5.268446172,0,4.984137428,0.133452634,0.133452634,0.133452634,0.055413276,0.011481007,0.059715255,0.349658642,0.260222926
 01/09  04:00:00,0.616107895,5.388305311,0,5.098614998,0.136517825,0.136517825,0.136517825,0.055413276,0.011481007,0.052611026,0.344736761,0.265943533
 01/09  05:00:00,0.615846067,5.527746092,0,5.18152545,0.138737792,0.138737792,0.138737792,0.055413276,0.011481007,0.063151709,0.331714284,0.323370899
 01/09  06:00:00,0.666004096,5.739406819,0,5.139548741,0.137613846,0.137613846,0.137613846,0.055413276,0.011481007,0.075981488,0.37016648,0.574359601
 01/09  07:00:00,0.857686525,5.966202065,0,4.8937577,0.131032674,0.131032674,0.131032674,0.127450542,0.026406311,0.129758031,0.427690967,1.042983383
 01/09  08:00:00,1.146118255,6.413995189,0,5.210273285,0.139507529,0.139507529,0.139507529,0.260442373,0.053960728,0.207405929,0.454453696,1.172417403
 01/09  09:00:00,1.091971526,5.747620672,0,4.582338273,0.122694272,0.122694272,0.122694272,0.249359726,0.051664529,0.268690649,0.38421435,1.138816251
 01/09  10:00:00,0.933217849,5.05403344,0,3.99552314,0.10698202,0.10698202,0.10698202,0.127450542,0.026406311,0.330033496,0.326997481,1.035985469
 01/09  11:00:00,0.947020299,5.605716185,0,4.668772802,0.125008597,0.125008597,0.125008597,0.105285248,0.021813913,0.34487662,0.33468792,0.913888804
 01/09  12:00:00,0.937263481,4.521706608,0,3.693908103,0.098906135,0.098906135,0.098906135,0.105285248,0.021813913,0.361119726,0.334790459,0.804736863
 01/09  13:00:00,0.916391507,4.213698382,0,3.471369881,0.092947569,0.092947569,0.092947569,0.105285248,0.021813913,0.351845974,0.329150804,0.71965534
 01/09  14:00:00,0.887238581,3.919634479,0,3.22724402,0.086410983,0.086410983,0.086410983,0.105285248,0.021813913,0.317847783,0.340532654,0.668933273
 01/09  15:00:00,0.876555047,3.447112254,0,2.803641911,0.075068837,0.075068837,0.075068837,0.110826537,0.022962019,0.292642171,0.359707483,0.618692322
 01/09  16:00:00,0.939607216,3.432055182,0,2.780801595,0.074457276,0.074457276,0.074457276,0.138533189,0.02870251,0.302863616,0.379702625,0.625098224
 01/09  17:00:00,1.180740917,3.763970165,0,3.047362518,0.081594571,0.081594571,0.081594571,0.232735722,0.048220224,0.353720743,0.449121658,0.685670437
 01/09  18:00:00,1.644259083,5.201839723,0,4.349304695,0.116454688,0.116454688,0.116454688,0.432223571,0.08955185,0.445069937,0.545611037,0.814951262
 01/09  19:00:00,1.907492602,4.542466791,0,3.567381142,0.095518315,0.095518315,0.095518315,0.642793999,0.133179675,0.398283704,0.592368908,0.934281023
 01/09  20:00:00,1.857315085,4.445896486,0,3.450184287,0.092380314,0.092380314,0.092380314,0.681583298,0.141216379,0.315345897,0.611441197,0.953593801
 01/09  21:00:00,1.730324779,4.570079743,0,3.643661483,0.097560758,0.097560758,0.097560758,0.587380696,0.121698665,0.275874928,0.632461732,0.882851887
 01/09  22:00:00,1.592601211,4.792660989,0,3.953458707,0.105855725,0.105855725,0.105855725,0.493178163,0.102180952,0.258342283,0.617696088,0.796653023
 01/09  23:00:00,1.31886962,4.987336603,0,4.291697702,0.114912233,0.114912233,0.114912233,0.371268979,0.076922748,0.205880856,0.534536804,0.658817971
 01/09  24:00:00,1.048407481,5.207318072,0,4.665555148,0.124922443,0.124922443,0.124922443,0.254901084,0.052812636,0.135920782,0.464502536,0.509766221
 01/10  01:00:00,0.78082009,5.395757043,0,5.017362473,0.134342251,0.134342251,0.134342251,0.132991831,0.027554418,0.086369242,0.38421435,0.351928423
 01/10  02:00:00,0.67534156,5.545849336,0,5.241460853,0.140342591,0.140342591,0.140342591,0.077578597,0.016073408,0.072238755,0.35376021,0.280020133
 01/10  03:00:00,0.634640166,5.626063737,0,5.341604607,0.143023987,0.143023987,0.143023987,0.055413276,0.011481007,0.059715255,0.349658642,0.260373312
 01/10  04:00:00,0.62328839,5.656545956,0,5.366789352,0.14369832,0.14369832,0.14369832,0.055413276,0.011481007,0.052611026,0.344736761,0.266009823
 01/10  05:00:00,0.619539463,5.665696522,0,5.319464977,0.142431188,0.142431188,0.142431188,0.055413276,0.011481007,0.063151709,0.331714284,0.323381802
 01/10  06:00:00,0.667532623,5.796601057,0,5.196635551,0.139142372,0.139142372,0.139142372,0.055413276,0.011481007,0.075981488,0.37016648,0.57446703
 01/10  07:00:00,0.857362178,5.954382124,0,4.881644121,0.130708328,0.130708328,0.130708328,0.127450542,0.026406311,0.129758031,0.427690967,1.04327702
 01/10  08:00:00,1.143332417,6.310302814,0,5.106228879,0.136721691,0.136721691,0.136721691,0.260442373,0.053960728,0.207405929,0.454453696,1.172769434
 01/10  09:00:00,1.095187876,5.868102686,0,4.702461255,0.125910622,0.125910622,0.125910622,0.249359726,0.051664529,0.268690649,0.38421435,1.139175284
 01/10  10:00:00,0.951697276,5.744393384,0,4.685685629,0.125461446,0.125461446,0.125461446,0.127450542,0.026406311,0.330033496,0.326997481,1.036182923
 01/10  11:00:00,0.969763803,6.455367939,0,5.518188425,0.147752102,0.147752102,0.147752102,0.105285248,0.021813913,0.34487662,0.33468792,0.914124936
 01/10  12:00:00,0.963188826,5.490186614,0,4.662157869,0.12483148,0.12483148,0.12483148,0.105285248,0.021813913,0.361119726,0.334790459,0.804967103
 01/10  13:00:00,0.93689741,4.979727876,0,4.237216409,0.113453471,0.113453471,0.113453471,0.105285248,0.021813913,0.351845974,0.329150804,0.719838307
 01/10  14:00:00,0.908826552,4.726117173,0,4.033503207,0.107998954,0.107998954,0.107998954,0.105285248,0.021813913,0.317847783,0.340532654,0.66915678
 01/10  15:00:00,0.908821156,4.652348527,0,4.008704058,0.107334945,0.107334945,0.107334945,0.110826537,0.022962019,0.292642171,0.359707483,0.618866448
 01/10  16:00:00,0.976374476,4.805321281,0,4.153971021,0.111224537,0.111224537,0.111224537,0.138533189,0.02870251,0.302863616,0.379702625,0.625194897
 01/10  17:00:00,1.208286748,4.792811763,0,4.076133561,0.109140402,0.109140402,0.109140402,0.232735722,0.048220224,0.353720743,0.449121658,0.685740993
 01/10  18:00:00,1.629422021,4.647971199,0,3.795175816,0.101617625,0.101617625,0.101617625,0.432223571,0.08955185,0.445069937,0.545611037,0.815211617
 01/10  19:00:00,1.927129713,5.276033548,0,4.300780372,0.115155426,0.115155426,0.115155426,0.642793999,0.133179675,0.398283704,0.592368908,0.93444855
 01/10  20:00:00,1.858482453,4.489618941,0,3.493782718,0.093547683,0.093547683,0.093547683,0.681583298,0.141216379,0.315345897,0.611441197,0.953717826
 01/10  21:00:00,1.722091538,4.262801721,0,3.336169573,0.089327516,0.089327516,0.089327516,0.587380696,0.121698665,0.275874928,0.632461732,0.883065775
 01/10  22:00:00,1.577067831,4.212712965,0,3.373324051,0.090322345,0.090322345,0.090322345,0.493178163,0.102180952,0.258342283,0.617696088,0.796839655
 01/10  23:00:00,1.298318466,4.219887824,0,3.52416112,0.094361079,0.094361079,0.094361079,0.371268979,0.076922748,0.205880856,0.534536804,0.658905773
 01/10  24:00:00,1.023035596,4.259726867,0,3.717975764,0.099550558,0.099550558,0.099550558,0.254901084,0.052812636,0.135920782,0.464502536,0.5097544
 01/11  01:00:00,0.75164156,4.305893029,0,3.927613988,0.10516372,0.10516372,0.10516372,0.132991831,0.027554418,0.086369242,0.38421435,0.351812893
 01/11  02:00:00,0.645114319,4.416783258,0,4.112545534,0.11011535,0.11011535,0.11011535,0.077578597,0.016073408,0.072238755,0.35376021,0.279869375
 01/11  03:00:00,0.603817829,4.474761521,0,4.190463866,0.11220165,0.11220165,0.11220165,0.055413276,0.011481007,0.059715255,0.349658642,0.260211837
 01/11  04:00:00,0.593031358,4.526353949,0,4.236761408,0.113441288,0.113441288,0.113441288,0.055413276,0.011481007,0.052611026,0.344736761,0.26584576
 01/11  05:00:00,0.591664545,4.624539285,0,4.278403335,0.114556271,0.114556271,0.114556271,0.055413276,0.011481007,0.063151709,0.331714284,0.323286207
 01/11  06:00:00,0.642606296,4.865679464,0,4.265696743,0.114216046,0.114216046,0.114216046,0.055413276,0.011481007,0.075981488,0.37016648,0.574484245
 01/11  07:00:00,0.850631584,5.703268416,0,4.630272492,0.123977733,0.123977733,0.123977733,0.127450542,0.026406311,0.129758031,0.427690967,1.043534942
 01/11  08:00:00,1.131227976,5.858540233,0,4.65415692,0.12461725,0.12461725,0.12461725,0.260442373,0.053960728,0.207405929,0.454453696,1.173078812
 01/11  09:00:00,1.081516964,5.357770879,0,4.191885329,0.11223971,0.11223971,0.11223971,0.249359726,0.051664529,0.268690649,0.38421435,1.139419402
 01/11  10:00:00,0.931974368,5.008192404,0,3.949082079,0.105738538,0.105738538,0.105738538,0.127450542,0.026406311,0.330033496,0.326997481,1.036585493
 01/11  11:00:00,0.944147963,5.499004069,0,4.561497936,0.122136262,0.122136262,0.122136262,0.105285248,0.021813913,0.34487662,0.33468792,0.914451555
 01/11  12:00:00,0.928811837,4.206607746,0,3.378259361,0.09045449,0.09045449,0.09045449,0.105285248,0.021813913,0.361119726,0.334790459,0.805286744
 01/11  13:00:00,0.907081238,3.866411926,0,3.123653543,0.083637299,0.083637299,0.083637299,0.105285248,0.021813913,0.351845974,0.329150804,0.720085223
 01/11  14:00:00,0.874670478,3.45065849,0,2.757855353,0.07384288,0.07384288,0.07384288,0.105285248,0.021813913,0.317847783,0.340532654,0.669345951
 01/11  15:00:00,0.881591795,3.635569044,0,2.99175242,0.080105584,0.080105584,0.080105584,0.110826537,0.022962019,0.292642171,0.359707483,0.619038604
 01/11  16:00:00,0.950781736,3.8497193,0,3.198143253,0.085631796,0.085631796,0.085631796,0.138533189,0.02870251,0.302863616,0.379702625,0.625420685
 01/11  17:00:00,1.189125056,4.077483311,0,3.360490102,0.08997871,0.08997871,0.08997871,0.232735722,0.048220224,0.353720743,0.449121658,0.686055999
 01/11  18:00:00,1.645842839,5.261506753,0,4.408454191,0.118038444,0.118038444,0.118038444,0.432223571,0.08955185,0.445069937,0.545611037,0.815468795
 01/11  19:00:00,1.907024306,4.525506312,0,3.549891393,0.095050019,0.095050019,0.095050019,0.642793999,0.133179675,0.398283704,0.592368908,0.934810292
 01/11  20:00:00,1.854199672,4.330137177,0,3.333831059,0.089264902,0.089264902,0.089264902,0.681583298,0.141216379,0.315345897,0.611441197,0.95418772
 01/11  21:00:00,1.723721621,4.324006522,0,3.397049294,0.0909576,0.0909576,0.0909576,0.587380696,0.121698665,0.275874928,0.632461732,0.883390857
 01/11  22:00:00,1.582611374,4.420025037,0,3.580362146,0.095865888,0.095865888,0.095865888,0.493178163,0.102180952,0.258342283,0.617696088,0.797113632
 01/11  23:00:00,1.306693597,4.53291899,0,3.836952288,0.10273621,0.10273621,0.10273621,0.371268979,0.076922748,0.205880856,0.534536804,0.659145772
 01/11  24:00:00,1.036149761,4.749705543,0,4.207758543,0.112664723,0.112664723,0.112664723,0.254901084,0.052812636,0.135920782,0.464502536,0.509950296
 01/12  01:00:00,0.770611974,5.014530025,0,4.636113674,0.124134134,0.124134134,0.124134134,0.132991831,0.027554418,0.086369242,0.38421435,0.351950203
 01/12  02:00:00,0.669147473,5.314469495,0,5.010126477,0.134148503,0.134148503,0.134148503,0.077578597,0.016073408,0.072238755,0.35376021,0.279974668
 01/12  03:00:00,0.632219782,5.535611828,0,5.251209019,0.140603602,0.140603602,0.140603602,0.055413276,0.011481007,0.059715255,0.349658642,0.26031699
 01/12  04:00:00,0.626705467,5.784142656,0,5.494409007,0.147115397,0.147115397,0.147115397,0.055413276,0.011481007,0.052611026,0.344736761,0.265986869
 01/12  05:00:00,0.629732922,6.046480118,0,5.700166352,0.152624647,0.152624647,0.152624647,0.055413276,0.011481007,0.063151709,0.331714284,0.323464023
 01/12  06:00:00,0.683834412,6.405756924,0,5.805468487,0.155444161,0.155444161,0.155444161,0.055413276,0.011481007,0.075981488,0.37016648,0.57478996
 01/12  07:00:00,0.898945539,7.508184994,0,6.434683438,0.172291689,0.172291689,0.172291689,0.127450542,0.026406311,0.129758031,0.427690967,1.044040573
 01/12  08:00:00,1.179189565,7.650318508,0,6.445407804,0.172578839,0.172578839,0.172578839,0.260442373,0.053960728,0.207405929,0.454453696,1.173606203
 01/12  09:00:00,1.124284266,6.955614791,0,5.789141991,0.155007012,0.155007012,0.155007012,0.249359726,0.051664529,0.268690649,0.38421435,1.140006652
 01/12  10:00:00,0.971976441,6.502634855,0,5.443064057,0.145740612,0.145740612,0.145740612,0.127450542,0.026406311,0.330033496,0.326997481,1.037045966
 01/12  11:00:00,0.983054655,6.952439272,0,6.01457002,0.161042954,0.161042954,0.161042954,0.105285248,0.021813913,0.34487662,0.33468792,0.914814674
 01/12  12:00:00,0.968619581,5.69360979,0,4.864983608,0.130262234,0.130262234,0.130262234,0.105285248,0.021813913,0.361119726,0.334790459,0.80556454
 01/12  13:00:00,0.934698261,4.898099883,0,4.15508345,0.111254322,0.111254322,0.111254322,0.105285248,0.021813913,0.351845974,0.329150804,0.720343272
 01/12  14:00:00,0.899946084,4.394914515,0,3.701838923,0.099118486,0.099118486,0.099118486,0.105285248,0.021813913,0.317847783,0.340532654,0.669618406
 01/12  15:00:00,0.898766173,4.277201472,0,3.633174461,0.097279963,0.097279963,0.097279963,0.110826537,0.022962019,0.292642171,0.359707483,0.61924899
 01/12  16:00:00,0.961427364,4.247474953,0,3.595732058,0.096277425,0.096277425,0.096277425,0.138533189,0.02870251,0.302863616,0.379702625,0.625587533
 01/12  17:00:00,1.198370032,4.422968073,0,3.705767872,0.099223685,0.099223685,0.099223685,0.232735722,0.048220224,0.353720743,0.449121658,0.686262991
 01/12  18:00:00,1.659801464,5.783073482,0,4.929775518,0.131997068,0.131997068,0.131997068,0.432223571,0.08955185,0.445069937,0.545611037,0.815714199
 01/12  19:00:00,1.919640404,4.997032351,0,4.021072558,0.107666117,0.107666117,0.107666117,0.642793999,0.133179675,0.398283704,0.592368908,0.935155167
 01/12  20:00:00,1.86653177,4.791035349,0,3.794405475,0.101596999,0.101596999,0.101596999,0.681583298,0.141216379,0.315345897,0.611441197,0.954511476
 01/12  21:00:00,1.736848125,4.814544955,0,3.887292892,0.104084104,0.104084104,0.104084104,0.587380696,0.121698665,0.275874928,0.632461732,0.883685691
 01/12  22:00:00,1.596331437,4.932711485,0,4.092773754,0.109585951,0.109585951,0.109585951,0.493178163,0.102180952,0.258342283,0.617696088,0.797388472
 01/12  23:00:00,1.322460416,5.122005995,0,4.425805346,0.118503029,0.118503029,0.118503029,0.371268979,0.076922748,0.205880856,0.534536804,0.659379718
 01/12  24:00:00,1.05222904,5.350411348,0,4.80828126,0.128744002,0.128744002,0.128744002,0.254901084,0.052812636,0.135920782,0.464502536,0.510133385
 01/13  01:00:00,0.785878264,5.584820785,0,5.206273184,0.139400424,0.139400424,0.139400424,0.132991831,0.027554418,0.086369242,0.38421435,0.352081453
 01/13  02:00:00,0.680098777,5.723600302,0,5.419131537,0.145099807,0.145099807,0.145099807,0.077578597,0.016073408,0.072238755,0.35376021,0.280100415
 01/13  03:00:00,0.638329485,5.763937821,0,5.479391838,0.146713305,0.146713305,0.146713305,0.055413276,0.011481007,0.059715255,0.349658642,0.260460165
 01/13  04:00:00,0.625639135,5.744440606,0,5.454584086,0.146049066,0.146049066,0.146049066,0.055413276,0.011481007,0.052611026,0.344736761,0.26610974
 01/13  05:00:00,0.623679233,5.820505227,0,5.474075531,0.146570958,0.146570958,0.146570958,0.055413276,0.011481007,0.063151709,0.331714284,0.323579953
 01/13  06:00:00,0.673332502,6.013701642,0,5.413247187,0.144942251,0.144942251,0.144942251,0.055413276,0.011481007,0.075981488,0.37016648,0.574955978
 01/13  07:00:00,0.865653619,6.265079676,0,5.191309648,0.138999768,0.138999768,0.138999768,0.127450542,0.026406311,0.129758031,0.427690967,1.044309046
 01/13  08:00:00,1.155342682,6.760053978,0,5.554783617,0.148731956,0.148731956,0.148731956,0.260442373,0.053960728,0.207405929,0.454453696,1.173965861
 01/13  09:00:00,1.105866116,6.268058513,0,5.101268043,0.136588862,0.136588862,0.136588862,0.249359726,0.051664529,0.268690649,0.38421435,1.140324323
 01/13  10:00:00,0.961107155,6.096985449,0,5.037122159,0.134871326,0.134871326,0.134871326,0.127450542,0.026406311,0.330033496,0.326997481,1.037338458
